,speech_id_long,speech_content,polarizing
79,20_2_11004715_8_p,"Letztendlich steht das Impfen im Fokus. Dennoch müssen wir ebenso in das Gesundheitswesen, Kindergärten, Bildungseinrichtungen und die öffentliche Infrastruktur investieren. Eine Gesellschaft, die ausschließlich auf Gewinnmaximierung ausgerichtet ist, wird stets anfällig für Pandemien sein.",0
80,18_167_11003210_1,"Ich will an dieser Stelle etwas klarstellen: Ich glaube, dass jedem und jeder von uns in der Medizin und in der Gesundheitsversorgung der Mensch das Wichtigste ist und dass der Patient im Mittelpunkt der Gesundheitsversorgung stehen muss . Das kann man, glaube ich, nicht bestreiten .",0
81,17_105_11004025_4,"Wir brauchen eine Euro-Mediterrane Mobilitätspartnerschaft mit Weitblick, die die Vergabe von Visa erleichtert, Bildungschancen ermöglicht und den Arbeitsmarkt gezielt für junge Menschen aus Nordafrika öffnet. Vielen Dank.",0
82,17_155_11003247_8,"Die Franzosen sagen mit Recht: Les extrêmes se touchent. - Es gibt genügend Beispiele für Rechtsextreme und Linksextreme, die von „ganz rechtsextrem“ nach „ganz linksextrem“ oder in die andere Richtung gewandert sind.",0
83,17_217_11004129_3_p,"Statt den waghalsigen Spielern der Finanzmärkte einen eigenen Spielplatz zu bieten, wie es die EU-Kommission und die Befürworter des Trennbankensystems vorschlagen, setzen wir uns dafür ein, dass das riskante Glücksspiel der Banken endgültig ein Ende findet.",1
84,18_20_11004215_3_p,"Es scheint, ähnlich wie im Fall des Genmaises 1507, dass der Verbraucherschutz möglicherweise als Hindernis für die Handelsgespräche mit den USA betrachtet wird, wie auch Kollege de Vries angemerkt hat. Meiner Ansicht nach darf das Informationsrecht der Verbraucher nicht als Barriere für den Handel abgetan werden.",0
85,20_184_11003599_3,"Ich sage das, meine Damen und Herren, für uns Sozialdemokraten: Wenn unsere Demokratie erneut und ernstlich auf die Probe gestellt wird, dann werden wir nicht zur Seite treten. Wir Sozialdemokraten werden kämpfen, zusammen mit dem Bundeskanzler und der Regierung, gegen diejenigen, die unsere Demokratie in diesen Tagen gefährden. Und auch das gehört heute zu dieser Debatte dazu, meine Damen und Herren,",0
86,20_177_11004801_1_p,"Kaum ein Tag verstreicht, an dem nicht Ihre Parteien mit gezielten Kampagnen versuchen, dieses Gesetz in der öffentlichen Meinung zu untergraben. Wenn es uns ernst damit ist, die Diskussion auf ein sachliches Niveau zu heben – was ich entschieden befürworte –, fordere ich Sie eindringlich auf, Ihren Beitrag zu leisten.",1
87,19_74_11004781_6,Die Briten haben sich das eine Weile lang angeguckt und gesagt: That’s it. So wenig wie möglich wollen wir noch mit der EU zu tun haben. Wir wollen nicht mehr von diesem Brüssel kontrolliert werden. – Wir können sie verstehen.,1
88,20_100_11004444_3,"Und Sie sperren sich gegen jede Perspektive der Handwerksverbände, der deutschen Wirtschaftsverbände, des BDI. Alle sagen genau das Gegenteil, und ich bin wirklich erschrocken, wie Sie heute hier in dieser Debatte argumentieren.",1
89,19_177_11004393_1_p,"Wenn sie behaupten, dass es um Erschwinglichkeit, Versorgungssicherheit und Umweltschutz geht, wie es in ihrem Antrag steht, dann ist klar, dass hier etwas gewaltig im Argen liegt. Das ist allenfalls ein vorgetäuschter Versuch, bei dem die Naivität beinahe staunenswerte Dimensionen erreicht.",1
90,17_231_11003790_8_p,"Der Entwurf erweitert die Überwachungsrechte, obwohl es dringend notwendig wäre, diese erheblich zu reduzieren und einzuschränken. Daher wird die Fraktion Die Linke diesen Vorschlag klar ablehnen. Vielen Dank.",0
91,19_52_11003264_10,"Ich denke, Sie sollten sich neben dem Zuhören-Lernen in Anhörungen auch ein bisschen in die Texte vertiefen. Dann werden Sie feststellen, dass heute schon der Technologietransfer in Teilen genehmigungsbedürftig ist und nicht automatisch genehmigt wird.",1
92,20_47_11005094_5_p,"In meiner Rolle als Juristin werde ich die Sachverhalte mit Objektivität und Klarheit betrachten. Neben der Klärung von Zuständigkeiten liegt mir auch Folgendes am Herzen: Basierend auf den Erkenntnissen des Untersuchungsausschusses sollten wir in der Lage sein, zukunftsweisende Einsichten zu gewinnen. Sowohl die politische Führung als auch die Verwaltung sollten in der Lage sein, sich kontinuierlich weiterzuentwickeln.",0
93,20_8_11003516_3_p,"Die Koalition hatte davor gewarnt, sich nur auf den kleinsten gemeinsamen Nenner zu einigen. Ich kann Ihnen versichern: Dieses Minimalziel haben sie weitgehend verfehlt. Stattdessen haben sie jetzt schon zahlreiche interne Konflikte hervorgerufen. Für die FDP scheint das Motto zu lauten: Was vor der Wahl als völlig verfehlt galt, wird plötzlich als perfekter Weg gefeiert.",1
94,19_48_11004724_17_p,"Selbst der Chef des Verfassungsschutzes gerät ins Kreuzfeuer, nachdem er darauf hinwies, dass es keine stichhaltigen Belege für Hetzjagden in Chemnitz gibt. Die Flut der Kritik an Herrn Maaßen lässt nur einen Schluss zu: Seine eigentliche Aufgabe ist es, sich in den Feldzug gegen rechts einzureihen. – Das ist wohl der Wunschtraum mancher Leute.",1
95,18_101_11004123_8_p,"Ihre stumpfsinnige Verharrung im status quo, die Grundrechte ignoriert, hat ausgedient. Unser Antrag bietet den einzigen Weg nach vorne. Angesichts des schockierenden NSU-Skandals verlangen wir einen radikalen Neuanfang beim Verfassungsschutz. Die bestehende Struktur muss abgerissen und von Grund auf neu aufgebaut werden.",1
96,19_36_11004880_3_p,"Es ist eine Ungeheuerlichkeit, dass jene, die ein paar Euro Zusatzleistung erhalten, genauso behandelt werden wie Personen, die niemals einen einzigen Cent in unsere Sozialkassen eingezahlt haben und nie einen einzigen Tag in diesem Land gearbeitet haben. Das, meine Damen und Herren, ist eine beleidigende Ungerechtigkeit gegenüber den Arbeitnehmern, die nicht mehr arbeiten können. Solch eine Behandlung ist eine Schmach für unsere Nation!",1
97,20_51_11004659_5_p,"Es überrascht mich kaum, Herr Dobrindt, dass Sie sich heute nicht hier hinstellen. Als jemand, der stolzerweise aus Franken und Bayern stammt, kann ich nur sagen: Diese ständige Wehleidigkeit und das endlose Beklagen sind unerträglich. Ihr ständiges Zeigen nach Berlin ist ermüdend. Es wird höchste Zeit, dass Sie Verantwortung für die Zukunft unseres Landes übernehmen!",1
98,20_21_11005289_6_p,"Es ist bemerkenswert, dass Sie diese ernsten Ereignisse für Ihre politischen Ziele nutzen. Wenn es Ihnen wirklich wichtig wäre, würden wir das Thema anders anpacken.",0
99,19_81_11004398_4_p,"Es ist unklar, ob Frau Tack dafür künftig noch verantwortlich sein wird. Doch die Auswirkungen auf die jüngeren Generationen wären ohne Zweifel spürbar, und das gilt es zu vermeiden. Daran werden wir uns nicht beteiligen, das kann ich bereits jetzt versichern.",0
100,19_102_11004692_2,"Also wenn Sie hier ankommen, mit dem Schutz Israels argumentieren, wenn es um diesen sinnlosen Einsatz geht, und dieses Argument wie eine Monstranz vor sich hertragen und gleichzeitig Millionen Euro an die Todfeinde Israels überweisen, dann ist das Heuchelei pur.",1
101,19_150_11004802_2_p,"Die Rede von Herrn Djir-Sarai sowie anderen habe ich mit großem Respekt verfolgt. Dennoch wäre es konsequent gewesen, wenn die FDP nicht nur diese Aktuelle Stunde initiiert hätte, sondern auch eine Sitzung zu den Vorgängen in Thüringen und der Angelegenheit Kemmerich.",0
102,18_117_11003132_6_p,"Es erfüllt mich mit Genugtuung, dass der deutsche Ansatz in der nächtlichen Verhandlungsrunde in Brüssel grandios gescheitert ist. Die Tatsache, dass Sie, Herr Schäuble, auch am Ende dieser Woche darauf beharren, im Recht zu sein, untergräbt das ohnehin schwindende Vertrauen nur noch mehr.",1
103,17_61_11004098_2,"Ich sage es noch einmal: Das Bundesverfassungsgericht hat nicht die Höhe der Regelsätze infrage gestellt. Es ging um das Verfahren. Es ist inzwischen transparent geregelt worden. Auf der entsprechenden Homepage können das alle Menschen, auch alle Besucher, die heute hier sind, nachvollziehen.",0
104,20_75_11004263_10_p,"Unser Anliegen ist eindeutig: Europa sollte führend in den Bereichen Zukunfts- und Umwelttechnologien sein. Dies zu unterstützen, ist die effektivste Maßnahme, die wir gegenüber dem Inflation Reduction Act ergreifen können.",0
105,18_113_11004106_2_p,"Eine der entscheidendsten Funktionen von MINUSMA besteht darin, den Austausch und die Friedensbemühungen zwischen den verschiedenen Fraktionen zu unterstützen. Frau Buchholz, Sie haben vollkommen recht: Es ist absolut untragbar, dass Mitglieder von MINUSMA auf Demonstranten feuern und dabei Unschuldige ermordet werden. Doch Sie präsentieren hier stets nur einen Teil der Realität, genau den, der in Ihre eigene Argumentation hineinpasst.",1
106,19_77_11004768_6_p,"Ehrlich gesagt, könnte man einigen Abgeordneten von CDU/CSU und FDP zugutehalten, dass ihre Absichten vielleicht ehrenhaft sind, aber es fehlt ihnen einfach der nötige Durchblick, um zu erkennen, welches taktische Theaterstück hier wirklich aufgeführt wird.",1
107,19_105_11003816_1,"denn es ist schlussendlich egal, ob es sich bei den Vorfällen am 26. und 27. August um „Hetzjagden“ handelte oder um „Jagdszenen“. Richtig ist, dass hier Menschen verfolgt und angegriffen wurden, verbal und körperlich",1
108,17_70_11003808_8,"Wir sollten den Tausenden, die am Wochenende unterwegs waren, friedlich und fantasievoll demonstriert und blockiert haben, sich bei Minustemperaturen die Nächte um die Ohren geschlagen haben, die sich Schikanen, Schlägen, Tränengas ausgesetzt sahen, danken. Sie haben die Meinung der Mehrheit der deutschen Bevölkerung auf die Straße getragen.",1
109,18_161_11003888_1_p,"Mit genügend politischem Willen lassen sich Lösungen finden. Jene, die entschlossen sind, suchen nach Möglichkeiten, während andere lieber Ausflüchte suchen. Diese Herangehensweise prägt Ihre Teilnahme an dieser Diskussion. In der vergangenen Legislaturperiode standen wir vor einer ähnlichen Herausforderung, die nach demselben Muster verlief.",0
110,18_185_11004221_2_p,"Bereits in der letzten Woche hat Elke Hannack, eine Kollegin aus Ihrer Partei, ihre Kritik prägnant zusammengefasst. Sie wies darauf hin, dass der Bund zwar berechtigterweise Schulprojekte in Indonesien unterstützen kann, aber in Regionen wie der Lausitz oder der Lüneburger Heide dazu keine Befugnis hat. Auch in Ihren Reihen gibt es somit rationale Meinungen zu diesem Thema. Vielleicht sollten Sie ihnen mehr Gehör schenken.",0
111,18_28_11003065_1_p,"Vergessen Sie das nicht: Ihr Koalitionsvertrag trägt den optimistischen Titel ""Deutschlands Zukunft formen"". Doch jetzt stehen Sie im Rampenlicht, um zu beweisen, wie gut Sie diese Versprechungen einlösen können. Es scheint jedoch, dass Ihre Selbstverliebtheit und Ihr ständiger Fokus auf die schwarze Null Ihnen die Sicht vernebeln. Glauben Sie wirklich, dass blinde Liebe der Weg zu einer erfolgreichen Gestaltung der Zukunft ist?",1
112,19_143_11003132_1,"Das Gedenken an die Untaten des Nationalsozialismus gehört zu uns, gehört zu Deutschland, gehört zur Staatsräson und ist zugleich Herzenssache. Deswegen habe ich mich mit anderen auch für den Vorschlag von Esther Bejarano ausgesprochen, dem Erinnern durch einen bundesweiten Feiertag am 8. Mai Raum zu geben.",0
113,18_69_11004183_38,"In einem Jahr, in dem sich der Beginn des Ersten Weltkriegs zum 100. und der Beginn des Zweiten Weltkriegs zum 75. Mal jährt, wäre es dringend angebracht, sich an die Aussage Willy Brandts zu erinnern: „Krieg ist nicht mehr die Ultima Ratio, sondern die Ultima Irratio.“ Krieg darf kein Mittel der Politik mehr sein, Frau Merkel.",0
114,19_84_11004782_5_p,"Meine Damen und Herren, die bevorstehende ITB, die wichtigste Tourismusmesse weltweit, bietet den perfekten Moment, um das Trauerspiel unserer Wirtschafts- und Tourismuspolitik zu beleuchten. Und um es mal klar zu sagen: Das Ergebnis ist eine Katastrophe. Die Großen haben im Wirtschaftsministerium das Sagen, während die kleinen und mittleren Unternehmen gnadenlos übersehen werden. Eine solche Politik akzeptieren wir nicht!",1
115,18_190_11003496_0_p,"Verehrter Herr Präsident, geschätzte Anwesende, werte Kolleginnen und Kollegen! Im Koalitionsvertrag haben wir ein umfassendes Programm zur Umgestaltung der Verkehrspolitik festgelegt, das auf drei Hauptprinzipien basiert. Das erste Prinzip besteht darin, zusätzliche Finanzmittel bereitzustellen, um die bestehenden Verkehrswege zu erhalten sowie deren Ausbau und Neubau voranzutreiben.",0
116,18_180_11003786_3,"Ich kann ganz grundsätzlich sagen: Ja, es gibt eine Konkurrenz zwischen den kleinen Energiegenossenschaften und den großen Konzernen . Es ist quasi ein Kampf vieler kleiner Davids gegen einige wenige große Goliaths . Ganz offensichtlich stehen Sie eher auf der Seite der Goliaths . Wir jedoch meinen: Verantwortungsvolle Energiepolitik heißt ganz klar, auf der Seite der Bürgerenergie zu sein .",1
117,19_145_11004405_6,"Ach, Herr Brandner, so gut, wie Sie sich aufregen können, und so, wie Sie allein im Netz unterwegs sind, hoffe ich nur, dass Sie sich nicht weiter ausbreiten können mit dem, was Sie gerade an Hass und Hetze gegen bestimmte Personengruppen in unserem Land auslösen.",1
118,17_5_11003584_11_p,"Liebe Anwesende, es wurde angekündigt, dass ab 2011 erneut der Rotstift angesetzt werden soll. Da gibt es bereits einen Berg an Ideen von sogenannten Fachleuten wie Herrn Sinn. Sein Plan, den Hartz-IV-Satz je nach Region zu differenzieren, ist nichts anderes als der Versuch, eine neue Barriere zwischen Ost und West zu errichten. Wir sagen klipp und klar: Diese Idee ist nicht nur absurd, sondern rechtlich untragbar, gesellschaftlich ungerecht und spaltet die Nation - und das inmitten von Feierlichkeiten zum 20-jährigen Jubiläum der Einheit. Das können wir nicht hinnehmen.",1
119,20_39_11004883_3_p,"In welchem Universum soll ein 9-Euro-Ticket einen Vorteil bieten, wenn die Züge und Busse entweder nicht verkehren oder völlig überladen sind? Sie verprassen das hart verdiente Geld der Menschen! Ständig täuschen Sie uns mit neuen Ablenkungsmanövern, und das werden wir Ihnen nicht länger gestatten, meine Damen und Herren.",1
120,18_215_11004026_1,"Wir müssen im Interesse der betroffenen Pflegeschulen und Betriebe, aber vor allem im Interesse der Auszubildenden in der Pflege endlich Klarheit schaffen. Die Ausbildung muss attraktiver werden, liebe Kolleginnen und Kollegen .",0
121,19_61_11004904_1,"Es ist hier im Haus unstrittig – das sehen alle Parteien so –, dass die Planung, die Genehmigung und der Bau von großen Infrastrukturmaßnahmen viel zu lange dauern. Das Gesetz, das wir jetzt vorgelegt haben, ist ein erster wichtiger Schritt. Mit dieser Koalition werden weitere folgen. Seien Sie gewiss, Herr Holm: Diese Koalition wird nicht nur den ersten Schritt gehen, sondern sie wird noch ganz, ganz viele Schritte gehen.",0
122,19_89_11004682_8_p,"Es wird in der Presse berichtet, dass der Rechtsvertreter von Billy Six völlig konträre Aussagen macht. So werfen Sie diesem Anwalt durch Ihre Behauptungen praktisch vor, die Unwahrheit zu sagen. Werte Mitglieder der AfD, wenn Ihr Zugang zu Außenminister Lawrow tatsächlich so hervorragend ist, warum nutzen Sie diesen nicht sinnvoll? Engagieren Sie sich für die eingesperrten Journalisten in Russland und sorgen Sie dafür, dass Lawrow hilft, Licht in jeden dieser Fälle zu bringen.",1
123,20_118_11002735_20_p,"Doch genau das lehnen Sie ab, denn in Ihrer ständigen Klassenkampfrhetorik stürzen Sie sich nur auf die wohlhabenden 'Schuldigen' und glauben, deren Lasten endlos erhöhen zu müssen. Dabei wäre das genaue Gegenteil von Vorteil, besonders für die vielen kleinen und mittleren Unternehmen in Deutschland, die häufig als Personengesellschaften agieren.",1
124,17_168_11004033_9_p,"Einige spezifische Aspekte zur Finanzierungsmethode: Zunächst können wir die benötigten Mittel durch den Einsatz der Rücklagen von 20 Milliarden Euro decken. Doch die wesentlichen Fragen sind, wie lange diese Mittel ausreichen werden.",0
125,17_10_11004144_5,"Ich sage: Wo er recht hat, hat er recht. Nur mit einer Verstaatlichung kann gewährleistet werden, dass die Banken wieder Kredite an die Wirtschaft und an die Konsumenten zu fairen Bedingungen vergeben. Nur so kann die Macht der Großbanken gebrochen werden, mit der sie bisher jegliche Regulierung hintertrieben haben. Es muss damit Schluss sein, dass ein Ackermann mehr Einfluss als die gewählte Regierung auf die Politik hat.",1
